primaryName,birthYear,deathYear,primaryProfession
Bebe Neuwirth,1958,\N,"actress,soundtrack,director"
Mike Newell,1942,\N,"director,producer,actor"
Mike Nichols,1931,2014,"director,producer,miscellaneous"
Connie Nielsen,1965,\N,actress
Lisa Niemi,1956,\N,"actress,director,miscellaneous"
Chuck Norris,1940,\N,"actor,music_department,producer"
Edward Norton,1969,\N,"actor,producer,writer"
Kim Novak,1933,\N,"actress,costume_department,soundtrack"
Danny Nucci,1968,\N,"actor,director,soundtrack"
Catherine O'Hara,1954,\N,"actress,writer,producer"
Michael O'Keefe,1955,\N,"actor,director,soundtrack"
Tatum O'Neal,1963,\N,"actress,producer,soundtrack"
Heather O'Rourke,1975,1988,actress
Maureen O'Sullivan,1911,1998,"actress,soundtrack"
Annette O'Toole,1952,\N,"actress,soundtrack,writer"
Edward James Olmos,1947,\N,"actor,producer,director"
Ashley Olsen,1986,\N,"actress,producer,music_department"
Mary-Kate Olsen,1986,\N,"actress,producer,music_department"
Susan Olsen,1961,\N,"actress,soundtrack,producer"
Jerry Orbach,1935,2004,"actor,soundtrack"
Miranda Otto,1967,\N,"actress,soundtrack"
Kelly Packard,1975,\N,"actress,soundtrack"
Joanna Pacula,1957,\N,actress
Alan J. Pakula,1928,1998,"producer,director,writer"
Jack Palance,1919,2006,"actor,soundtrack,director"
Michael Palin,1943,\N,"actor,writer,soundtrack"
Chazz Palminteri,1952,\N,"actor,writer,producer"
Bruce Paltrow,1943,2002,"producer,writer,director"
Joe Pantoliano,1951,\N,"actor,producer,director"
Anna Paquin,1982,\N,"actress,producer,soundtrack"
Anne Parillaud,1960,\N,"actress,director,soundtrack"
Michael ParÃ©,1958,\N,"actor,music_department,producer"
Pier Paolo Pasolini,1922,1975,"writer,director,actor"
Mandy Patinkin,1952,\N,"actor,soundtrack,producer"
Robert Patrick,1958,\N,"actor,producer"
Will Patton,1954,\N,actor
Adrian Paul,1959,\N,"actor,producer,director"
David Paymer,1954,\N,"actor,director,producer"
Guy Pearce,1967,\N,"actor,soundtrack,director"
Sam Peckinpah,1925,1984,"writer,director,producer"
Nia Peeples,1961,\N,"actress,soundtrack,producer"
Amanda Peet,1972,\N,actress
Chris Penn,1965,2006,"actor,producer,director"
Sydney Penny,1971,\N,"actress,producer"
Barry Pepper,1970,\N,"actor,producer,executive"
Rosie Perez,1964,\N,"actress,miscellaneous,director"
Elizabeth Perkins,1960,\N,actress
Max Perlich,1968,\N,"actor,miscellaneous"
Matthew Perry,1969,\N,"actor,producer,writer"
Bernadette Peters,1948,\N,"actress,soundtrack"
Lori Petty,1963,\N,"actress,producer,writer"
Elizabeth PeÃ±a,1959,2014,"actress,director"
Mekhi Phifer,1974,\N,"actor,producer,soundtrack"
Lou Diamond Phillips,1962,\N,"actor,director,soundtrack"
Joaquin Phoenix,1974,\N,"actor,producer,soundtrack"
Summer Phoenix,1978,\N,"actress,soundtrack"
Slim Pickens,1919,1983,"actor,soundtrack,writer"
Bronson Pinchot,1959,\N,"actor,soundtrack"
Danny Pintauro,1976,\N,actor
Maria Pitillo,1966,\N,actress
Oliver Platt,1960,\N,"actor,producer"
Amanda Plummer,1957,\N,"actress,writer"
Christopher Plummer,1929,\N,"actor,soundtrack,producer"
Sidney Poitier,1927,\N,"actor,director,soundtrack"
Sydney Pollack,1934,2008,"director,producer,actor"
Kevin Pollak,1957,\N,"actor,producer,writer"
Tracy Pollan,1960,\N,"actress,producer"
Sarah Polley,1979,\N,"actress,writer,producer"
Teri Polo,1969,\N,actress
Annie Potts,1952,\N,"actress,producer,soundtrack"
CCH Pounder,1952,\N,actress
William Powell,1892,1984,"actor,soundtrack"
Priscilla Presley,1945,\N,"actress,producer,writer"
Vincent Price,1911,1993,"actor,soundtrack"
JÃ_rgen Prochnow,1941,\N,"actor,producer,soundtrack"
Alex Proyas,1963,\N,"director,writer,producer"
Richard Pryor,1940,2005,"actor,writer,producer"
Vincent Perez,1964,\N,"actor,director,writer"
Randy Quaid,1950,\N,"actor,producer,soundtrack"
Linnea Quigley,1958,\N,"actress,producer,soundtrack"
Aidan Quinn,1959,\N,"actor,producer,director"
Serge Ladouceur,1952,\N,"cinematographer,producer,camera_department"
Ted Raimi,1965,\N,"actor,writer,director"
Claude Rains,1889,1967,"actor,soundtrack"
Charlotte Rampling,1946,\N,"actress,soundtrack,camera_department"
Anne Ramsey,1929,1988,actress
Michael Rapaport,1970,\N,"actor,director,producer"
Basil Rathbone,1892,1967,"actor,soundtrack,miscellaneous"
John Ratzenberger,1947,\N,"actor,director,soundtrack"
Stephen Rea,1946,\N,"actor,writer"
Ronald Reagan,1911,2004,"actor,production_manager,miscellaneous"
Lynn Redgrave,1943,2010,"actress,soundtrack"
Donna Reed,1921,1986,"actress,soundtrack"
Oliver Reed,1938,1999,"actor,soundtrack"
Robert Reed,1932,1992,"actor,soundtrack,director"
Christopher Reeve,1952,2004,"actor,producer,miscellaneous"
George Reeves,1914,1959,"actor,director,soundtrack"
Rob Reiner,1947,\N,"actor,writer,producer"
Judge Reinhold,1957,\N,"actor,soundtrack,producer"
Paul Reiser,1957,\N,"actor,writer,producer"
James Remar,1953,\N,"actor,soundtrack"
Lee Remick,1935,1991,"actress,soundtrack"
Debbie Reynolds,1932,2016,"actress,soundtrack,writer"
Jonathan Rhys Meyers,1977,\N,"actor,producer,soundtrack"
Kim Richards,1964,\N,"actress,producer"
Miranda Richardson,1958,\N,"actress,soundtrack"
Natasha Richardson,1963,2009,"actress,producer,soundtrack"
Diana Rigg,1938,\N,"actress,soundtrack,costume_department"
Joan Rivers,1933,2014,"writer,actress,producer"
Jason Robards,1922,2000,"actor,soundtrack"
Chris Rock,1965,\N,"producer,actor,writer"
Robert Rodriguez,1968,\N,"producer,writer,director"
Nicolas Roeg,1928,\N,"camera_department,director,cinematographer"
Ginger Rogers,1911,1995,"actress,soundtrack"
Roy Rogers,1911,1998,"soundtrack,actor,producer"
Mark Rolston,1956,\N,"actor,writer"
Robert Romanus,1956,\N,"actor,soundtrack"
George A. Romero,1940,2017,"producer,writer,director"
Mickey Rooney,1920,2014,"actor,soundtrack,producer"
Roseanne Barr,1952,\N,"producer,actress,writer"
Katharine Ross,1940,\N,"actress,writer,soundtrack"
Rick Rossovich,1957,\N,"actor,camera_department"
Cynthia Rothrock,1957,\N,"actress,producer,executive"
Gena Rowlands,1930,\N,"actress,writer,soundtrack"
Alan Ruck,1956,\N,"actor,soundtrack"
Mercedes Ruehl,1948,\N,"actress,soundtrack"
Jennifer Runyon,1960,\N,"actress,producer,soundtrack"
Geoffrey Rush,1951,\N,"actor,soundtrack,producer"
Ken Russell,1927,2011,"director,writer,actor"
Eva Marie Saint,1924,\N,"actress,producer"
Meredith Salenger,1970,\N,"actress,soundtrack,miscellaneous"
George Sanders,1906,1972,"actor,soundtrack,writer"
Julian Sands,1958,\N,"actor,assistant_director,soundtrack"
Chris Sarandon,1942,\N,"actor,soundtrack,producer"
John Savage,1949,\N,"actor,producer,soundtrack"
Telly Savalas,1922,1994,"actor,soundtrack,director"
Nancy Savoca,1959,\N,"director,writer,producer"
Devon Sawa,1978,\N,"actor,director,writer"
Roy Scheider,1932,2008,"actor,soundtrack,producer"
Maximilian Schell,1930,2014,"actor,director,writer"
Vincent Schiavelli,1948,2005,actor
Rob Schneider,1963,\N,"actor,writer,producer"
Michael Schoeffling,1960,\N,actor
Paul Schrader,1946,\N,"writer,director,soundtrack"
Joel Schumacher,1939,\N,"director,writer,producer"
Til Schweiger,1963,\N,"actor,producer,director"
David Schwimmer,1966,\N,"actor,director,soundtrack"
Annabella Sciorra,1960,\N,"actress,producer"
Tracy Scoggins,1953,\N,"actress,writer,producer"
Izabella Scorupco,1970,\N,actress
Campbell Scott,1961,\N,"actor,producer,director"
George C. Scott,1927,1999,"actor,director,producer"
Tony Scott,1944,2012,"producer,director,actor"
Kyle Secor,1957,\N,"actor,director"
Kyra Sedgwick,1965,\N,"actress,producer,soundtrack"
George Segal,1934,\N,"actor,soundtrack,producer"
Ivan Sergei,1971,\N,"actor,director,writer"
ChloÃ« Sevigny,1974,\N,"actress,soundtrack,director"
Rufus Sewell,1967,\N,"actor,soundtrack"
Tom Shadyac,1958,\N,"producer,director,actor"
Tony Shalhoub,1953,\N,"actor,producer,soundtrack"
Omar Sharif,1932,2015,"actor,soundtrack,writer"
Helen Shaver,1951,\N,"actress,director,producer"
Robert Shaw,1927,1978,"actor,writer,soundtrack"
Wallace Shawn,1943,\N,"actor,writer,producer"
Craig Sheffer,1960,\N,"actor,producer,director"
Deborah Shelton,1948,\N,"actress,writer,music_department"
Sam Shepard,1943,2017,"actor,writer,soundtrack"
Cybill Shepherd,1950,\N,"actress,producer,soundtrack"
Nicollette Sheridan,1963,\N,"actress,producer,writer"
Armin Shimerman,1949,\N,"actor,writer,soundtrack"
Talia Shire,1946,\N,"actress,producer,director"
Pauly Shore,1968,\N,"actor,writer,producer"
Martin Short,1950,\N,"actor,writer,producer"
Jonathan Silverman,1966,\N,"actor,miscellaneous,producer"
Jean Simmons,1929,2010,"actress,soundtrack"
O.J. Simpson,1947,\N,"actor,producer"
Bryan Singer,1965,\N,"producer,director,writer"
Lori Singer,1957,\N,"actress,soundtrack,producer"
Marc Singer,1948,\N,"actor,soundtrack,director"
Tom Sizemore,1961,\N,"actor,producer,writer"
Stellan SkarsgÃ¥rd,1951,\N,"actor,producer,writer"
Ione Skye,1970,\N,"actress,writer,soundtrack"
Charles Martin Smith,1953,\N,"actor,director,writer"
Kurtwood Smith,1943,\N,"actor,soundtrack"
Maggie Smith,1934,\N,"actress,soundtrack"
Madolyn Smith Osborne,1957,\N,actress
Jimmy Smits,1955,\N,"actor,producer"
Steven Soderbergh,1963,\N,"producer,director,cinematographer"
P.J. Soles,1950,\N,"actress,producer,camera_department"
Todd Solondz,1959,\N,"director,writer,actor"
Suzanne Somers,1946,\N,"actress,composer,producer"
Barry Sonnenfeld,1953,\N,"producer,director,actor"
Kevin Sorbo,1958,\N,"actor,producer,director"
Timothy Spall,1957,\N,"actor,soundtrack,writer"
Vincent Spano,1962,\N,"actor,director,producer"
Tori Spelling,1973,\N,"actress,producer,music_department"
Jerry Springer,1944,\N,"actor,producer,soundtrack"
Jill St. John,1940,\N,"actress,soundtrack"
Nick Stahl,1979,\N,"actor,producer,cinematographer"
John Stamos,1963,\N,"actor,producer,soundtrack"
Harry Dean Stanton,1926,2017,"actor,soundtrack"
Barbara Stanwyck,1907,1990,"actress,soundtrack"
Imelda Staunton,1956,\N,"actress,soundtrack"
Rod Steiger,1925,2002,"actor,soundtrack"
Howard Stern,1954,\N,"actor,producer,writer"
Fisher Stevens,1963,\N,"actor,producer,director"
Stella Stevens,1938,\N,"actress,soundtrack,director"
Patrick Stewart,1940,\N,"actor,producer,director"
David Ogden Stiers,1942,2018,"actor,soundtrack,director"
Ben Stiller,1965,\N,"producer,actor,director"
Whit Stillman,1952,\N,"director,writer,producer"
Sting,1951,\N,"soundtrack,actor,composer"
Dean Stockwell,1936,\N,"actor,soundtrack,director"
Matt Stone,1971,\N,"music_department,writer,producer"
Tom Stoppard,1937,\N,"writer,actor,producer"
Peter Stormare,1953,\N,"actor,producer,soundtrack"
Julie Strain,1962,\N,"actress,producer,director"
Susan Strasberg,1938,1999,actress
Sally Struthers,1947,\N,"actress,soundtrack"
Gloria Stuart,1910,2010,"actress,soundtrack"
Kristy Swanson,1969,\N,"actress,producer,soundtrack"
George Takei,1937,\N,"actor,producer,soundtrack"
Jeffrey Tambor,1944,\N,"actor,soundtrack"
Jessica Tandy,1909,1994,"actress,soundtrack"
Andrei Tarkovsky,1932,1986,"writer,director,miscellaneous"
Sharon Tate,1943,1969,"actress,soundtrack"
Robert Taylor,1911,1969,"actor,soundtrack"
Rod Taylor,1930,2015,"actor,music_department,soundtrack"
Heather Thomas,1957,\N,actress
Henry Thomas,1971,\N,"actor,producer,composer"
Jonathan Taylor Thomas,1981,\N,"actor,director,soundtrack"
Richard Thomas,1951,\N,"actor,director,producer"
Rachel Ticotin,1958,\N,"actress,miscellaneous"
Kevin Tighe,1944,\N,"actor,director,stunts"
John Toll,1952,\N,"cinematographer,camera_department,producer"
Rip Torn,1931,\N,"actor,director,producer"
Robert Towne,1934,\N,"writer,producer,actor"
Nancy Travis,1961,\N,"actress,producer,soundtrack"
Danny Trejo,1944,\N,"actor,producer,soundtrack"
Stanley Tucci,1960,\N,"actor,producer,director"
Lana Turner,1921,1995,"actress,soundtrack,producer"
John Turturro,1957,\N,"actor,writer,director"
Cicely Tyson,1924,\N,"actress,producer,soundtrack"
Tracey Ullman,1959,\N,"actress,writer,producer"
Jay Underwood,1968,\N,actor
Robert Urich,1946,2002,"actor,producer,soundtrack"
Peter Ustinov,1921,2004,"actor,writer,director"
Lee Van Cleef,1925,1989,"actor,soundtrack"
Dick Van Dyke,1925,\N,"actor,producer,soundtrack"
Gus Van Sant,1952,\N,"director,producer,writer"
Jim Varney,1949,2000,"actor,writer,soundtrack"
Robert Vaughn,1932,2016,"actor,director"
Reginald VelJohnson,1952,\N,"actor,writer,soundtrack"
Jesse Ventura,1951,\N,"actor,producer"
Petra Verkaik,1966,\N,"actress,producer,miscellaneous"
Abe Vigoda,1921,2016,actor
Jan-Michael Vincent,1944,\N,"actor,producer"
Robert Wagner,1930,\N,"actor,producer,soundtrack"
Tom Waits,1949,\N,"soundtrack,actor,composer"
Ally Walker,1961,\N,"actress,writer,producer"
Andrew Kevin Walker,1964,\N,"writer,actor,miscellaneous"
M. Emmet Walsh,1935,\N,"actor,soundtrack,stunts"
Ray Walston,1914,2001,"actor,soundtrack"
Melora Walters,1960,\N,"actress,director,writer"
Rachel Ward,1957,\N,"actress,director,writer"
Sophie Ward,1964,\N,actress
David Warner,1941,\N,"actor,soundtrack"
Sam Waterston,1940,\N,"actor,producer,director"
Emily Watson,1967,\N,"actress,soundtrack"
Damon Wayans,1960,\N,"writer,actor,producer"
Carl Weathers,1948,\N,"actor,director,miscellaneous"
Steven Weber,1961,\N,"actor,soundtrack,producer"
Peter Weir,1944,\N,"director,writer,producer"
Rachel Weisz,1970,\N,"actress,producer,soundtrack"
Tuesday Weld,1943,\N,"actress,soundtrack"
Ming-Na Wen,1963,\N,"actress,soundtrack"
George Wendt,1948,\N,"actor,soundtrack,director"
Adam West,1928,2017,"actor,soundtrack,director"
James Whale,1889,1957,"director,miscellaneous,writer"
Frank Whaley,1963,\N,"actor,director,writer"
Forest Whitaker,1961,\N,"actor,producer,director"
Vanna White,1957,\N,"actress,producer"
Richard Widmark,1914,2008,"actor,producer,soundtrack"
Dianne Wiest,1948,\N,"actress,soundtrack"
Kathleen Wilhoite,1964,\N,"actress,soundtrack,composer"
Billy Dee Williams,1937,\N,"actor,soundtrack,writer"
JoBeth Williams,1948,\N,"actress,producer,soundtrack"
Treat Williams,1951,\N,"actor,soundtrack,director"
Vanessa Williams,1963,\N,"actress,soundtrack,producer"
Rita Wilson,1956,\N,"actress,producer,soundtrack"
Thomas F. Wilson,1959,\N,"actor,writer,producer"
Oprah Winfrey,1954,\N,"producer,actress,soundtrack"
Henry Winkler,1945,\N,"actor,producer,writer"
Mare Winningham,1959,\N,"actress,soundtrack"
Shelley Winters,1920,2006,"actress,soundtrack,producer"
Alicia Witt,1975,\N,"actress,soundtrack,music_department"
Katarina Witt,1965,\N,"actress,producer,soundtrack"
Mary Woronov,1943,\N,"actress,writer,director"
Kari Wuhrer,1967,\N,"actress,producer,soundtrack"
Noah Wyle,1971,\N,"actor,producer,director"
Amy Yasbeck,1962,\N,actress
Bolo Yeung,1946,\N,"actor,stunts,director"
Amy Yip,1965,\N,actress
Michael York,1942,\N,"actor,soundtrack,producer"
Tina Yothers,1973,\N,actress
Robert Young,1907,1998,"actor,soundtrack,producer"
Pia Zadora,1954,\N,"actress,soundtrack"
Steve Zahn,1967,\N,"actor,soundtrack"
Steven Zaillian,1953,\N,"writer,producer,director"
Franco Zeffirelli,1923,\N,"miscellaneous,production_designer,director"
Anthony Zerbe,1936,\N,actor
Catherine Zeta-Jones,1969,\N,"actress,soundtrack"
Hans Zimmer,1957,\N,"music_department,composer,soundtrack"
David Zucker,1947,\N,"writer,producer,director"
Daphne Zuniga,1962,\N,"actress,producer,director"
Edward Zwick,1952,\N,"producer,writer,director"
Maryam d'Abo,1960,\N,"actress,producer,writer"
Olivia d'Abo,1969,\N,"actress,soundtrack,music_department"
Jenna von OÃ¿,1977,\N,actress
Max von Sydow,1929,\N,"actor,soundtrack,director"
Lars von Trier,1956,\N,"writer,director,producer"
Howard Ross,1941,\N,"actor,writer"
Paul Brickman,1949,\N,"writer,director,producer"
Robert Douglas,1909,1999,"director,actor,producer"
Charles Hawtrey,1914,1988,"actor,soundtrack,director"
Hugh Herbert,1884,1952,"actor,soundtrack,writer"
Anthony Higgins,1947,\N,"actor,soundtrack"
Steve Rice,\N,\N,"sound_department,editorial_department,soundtrack"
John Archer,1915,1999,actor
Danny Dayton,1923,1999,"actor,director,soundtrack"
Glenn Miller,1904,1944,"soundtrack,actor,music_department"
John W. Brown,1882,1949,"cinematographer,assistant_director,actor"
John M. Davis,\N,\N,"music_department,sound_department,composer"
Bryan Adams,1959,\N,"soundtrack,composer,music_department"
Remi Adefarasin,1948,\N,"cinematographer,camera_department"
Danny Aiello III,1957,2010,"stunts,assistant_director,actor"
Chantal Akerman,1950,2015,"director,writer,actress"
Edward Albert,1951,2006,"actor,soundtrack,miscellaneous"
Norma Aleandro,1936,\N,"actress,writer"
Corey Allen,1934,2010,"director,actor,writer"
Yves AllÃ©gret,1905,1987,"director,writer,assistant_director"
Kirk Alyn,1910,1999,actor
Eric Ambler,1909,1998,"writer,producer,actor"
Gilbert M. 'Broncho Billy' Anderson,1880,1971,"director,actor,producer"
BjÃ¶rn AndrÃ©sen,1955,\N,actor
Kenneth Anger,1927,\N,"director,writer,editor"
Philip Anglim,1952,\N,actor
Paul Anka,1941,\N,"soundtrack,actor,composer"
Little Oral Annie,1960,\N,actress
Adam Ant,1954,\N,"soundtrack,actor,director"
Emile Ardolino,1943,1993,"director,producer,miscellaneous"
Arletty,1898,1992,"actress,soundtrack"
Pedro ArmendÃ¡riz Jr.,1940,2011,"actor,producer,soundtrack"
Louis Armstrong,1901,1971,"soundtrack,actor,music_department"
Peggy Ashcroft,1907,1991,actress
Isaac Asimov,1920,1992,"writer,miscellaneous,actor"
Paul Attanasio,1959,\N,"writer,producer,executive"
Jean-Pierre Aumont,1911,2001,"actor,writer,soundtrack"
Margaret Avery,1944,\N,actress
Hoyt Axton,1938,1999,"soundtrack,actor,composer"
Johann Sebastian Bach,1685,1750,"soundtrack,music_department,composer"
Joan Baez,1941,\N,"soundtrack,music_department,actress"
Josephine Baker,1906,1975,"soundtrack,actress,music_department"
Roy Ward Baker,1916,2010,"director,assistant_director,miscellaneous"
Josiane Balasko,1950,\N,"actress,writer,director"
Russell Banks,1940,\N,"writer,producer,actor"
Binnie Barnes,1903,1998,"actress,soundtrack,producer"
Richard Barthelmess,1895,1963,"actor,soundtrack,producer"
Geoffrey Bayldon,1924,2017,actor
Kabir Bedi,1946,\N,"actor,miscellaneous"
Noah Beery,1882,1946,"actor,soundtrack"
Roxanne Blaze,1974,\N,actress
Marco Beltrami,1966,\N,"composer,music_department,soundtrack"
Richard Belzer,1944,\N,"actor,writer,producer"
Maurice Benard,1963,\N,"actor,soundtrack"
Peter Benchley,1940,2006,"writer,producer,actor"
Iris Berben,1950,\N,"actress,soundtrack"
Luca Bercovici,1957,\N,"actor,producer,writer"
Marisa Berenson,1947,\N,"actress,soundtrack"
Edgar Bergen,1903,1978,"actor,soundtrack,writer"
Claude Berri,1934,2009,"producer,actor,writer"
Chuck Berry,1926,2017,"soundtrack,music_department,actor"
Turhan Bey,1922,2012,"actor,producer"
Charles Bickford,1891,1967,"actor,soundtrack"
Andrew Birkin,1945,\N,"writer,director,actor"
